"","day","date","daily","line","type","number"
"11019","Friday",2011-12-16,12561.5,"banner","Boardings",NA
"11020","Saturday",2011-12-17,8400,"banner","Boardings",NA
"11021","Sunday",2011-12-18,5308.5,"banner","Boardings",NA
"11022","Monday",2011-12-19,10649,"banner","Boardings",NA
"11023","Tuesday",2011-12-20,10799.5,"banner","Boardings",NA
"11024","Wednesday",2011-12-21,10396,"banner","Boardings",NA
"11025","Thursday",2011-12-22,10432.5,"banner","Boardings",NA
"11026","Friday",2011-12-23,10160.5,"banner","Boardings",NA
"11027","Saturday",2011-12-24,4561.5,"banner","Boardings",NA
"11028","Sunday",2011-12-25,0,"banner","Boardings",NA
"11029","Monday",2011-12-26,6689.5,"banner","Boardings",NA
"11030","Tuesday",2011-12-27,7886.5,"banner","Boardings",NA
"11031","Wednesday",2011-12-28,9804.5,"banner","Boardings",NA
"11032","Thursday",2011-12-29,9223.5,"banner","Boardings",NA
"11033","Friday",2011-12-30,10709,"banner","Boardings",NA
"11034","Saturday",2011-12-31,8711.5,"banner","Boardings",NA
"11035","Sunday",2012-01-01,3939.5,"banner","Boardings",NA
"11036","Monday",2012-01-02,7262,"banner","Boardings",NA
"11037","Tuesday",2012-01-03,9765.5,"banner","Boardings",NA
"11038","Wednesday",2012-01-04,9525.5,"banner","Boardings",NA
"11039","Thursday",2012-01-05,10035.5,"banner","Boardings",NA
"11040","Friday",2012-01-06,12341,"banner","Boardings",NA
"11041","Saturday",2012-01-07,8454,"banner","Boardings",NA
"11042","Sunday",2012-01-08,5101.5,"banner","Boardings",NA
"11043","Monday",2012-01-09,10614.5,"banner","Boardings",NA
"11044","Tuesday",2012-01-10,10795,"banner","Boardings",NA
"11045","Wednesday",2012-01-11,10743.5,"banner","Boardings",NA
"11046","Thursday",2012-01-12,10769.5,"banner","Boardings",NA
"11047","Friday",2012-01-13,11940.5,"banner","Boardings",NA
"11048","Saturday",2012-01-14,8205,"banner","Boardings",NA
"11049","Sunday",2012-01-15,6347.5,"banner","Boardings",NA
"11050","Monday",2012-01-16,7516,"banner","Boardings",NA
"11051","Tuesday",2012-01-17,11000.5,"banner","Boardings",NA
"11052","Wednesday",2012-01-18,11444,"banner","Boardings",NA
"11053","Thursday",2012-01-19,11427.5,"banner","Boardings",NA
"11054","Friday",2012-01-20,13090,"banner","Boardings",NA
"11055","Saturday",2012-01-21,7569.5,"banner","Boardings",NA
"11056","Sunday",2012-01-22,5308.5,"banner","Boardings",NA
"11057","Monday",2012-01-23,7252.5,"banner","Boardings",NA
"11058","Tuesday",2012-01-24,11849,"banner","Boardings",NA
"11059","Wednesday",2012-01-25,11987.5,"banner","Boardings",NA
"11060","Thursday",2012-01-26,11132,"banner","Boardings",NA
"11061","Friday",2012-01-27,13243.5,"banner","Boardings",NA
"11062","Saturday",2012-01-28,10497,"banner","Boardings",NA
"11063","Sunday",2012-01-29,6716,"banner","Boardings",NA
"11064","Monday",2012-01-30,11658,"banner","Boardings",NA
"11065","Tuesday",2012-01-31,11976.5,"banner","Boardings",NA
"11066","Wednesday",2012-02-01,12130.5,"banner","Boardings",NA
"11067","Thursday",2012-02-02,11424,"banner","Boardings",NA
"11068","Friday",2012-02-03,13753,"banner","Boardings",NA
"11069","Saturday",2012-02-04,8665.5,"banner","Boardings",NA
"11070","Sunday",2012-02-05,5851,"banner","Boardings",NA
"11071","Monday",2012-02-06,10900,"banner","Boardings",NA
"11072","Tuesday",2012-02-07,11304,"banner","Boardings",NA
"11073","Wednesday",2012-02-08,11349,"banner","Boardings",NA
"11074","Thursday",2012-02-09,11697,"banner","Boardings",NA
"11075","Friday",2012-02-10,13887,"banner","Boardings",NA
"11076","Saturday",2012-02-11,9343.5,"banner","Boardings",NA
"11077","Sunday",2012-02-12,5924.5,"banner","Boardings",NA
"11078","Monday",2012-02-13,11314.5,"banner","Boardings",NA
"11079","Tuesday",2012-02-14,11016,"banner","Boardings",NA
"11080","Wednesday",2012-02-15,11861,"banner","Boardings",NA
"11081","Thursday",2012-02-16,10822,"banner","Boardings",NA
"11082","Friday",2012-02-17,13627.5,"banner","Boardings",NA
"11083","Saturday",2012-02-18,9950.5,"banner","Boardings",NA
"11084","Sunday",2012-02-19,6544,"banner","Boardings",NA
"11085","Monday",2012-02-20,9760,"banner","Boardings",NA
"11086","Tuesday",2012-02-21,11677,"banner","Boardings",NA
"11087","Wednesday",2012-02-22,11931.5,"banner","Boardings",NA
"11088","Thursday",2012-02-23,11236.5,"banner","Boardings",NA
"11089","Friday",2012-02-24,12819.5,"banner","Boardings",NA
"11090","Saturday",2012-02-25,9600.5,"banner","Boardings",NA
"11091","Sunday",2012-02-26,6637.5,"banner","Boardings",NA
"11092","Monday",2012-02-27,11241,"banner","Boardings",NA
"11093","Tuesday",2012-02-28,11242.5,"banner","Boardings",NA
"11094","Wednesday",2012-02-29,9657.5,"banner","Boardings",NA
"11095","Thursday",2012-03-01,11785.5,"banner","Boardings",NA
"11096","Friday",2012-03-02,12891,"banner","Boardings",NA
"11097","Saturday",2012-03-03,10003.5,"banner","Boardings",NA
"11098","Sunday",2012-03-04,5946,"banner","Boardings",NA
"11099","Monday",2012-03-05,11304,"banner","Boardings",NA
"11100","Tuesday",2012-03-06,11433.5,"banner","Boardings",NA
"11101","Wednesday",2012-03-07,11805,"banner","Boardings",NA
"11102","Thursday",2012-03-08,11905,"banner","Boardings",NA
"11103","Friday",2012-03-09,12977.5,"banner","Boardings",NA
"11104","Saturday",2012-03-10,9714,"banner","Boardings",NA
"11105","Sunday",2012-03-11,4534,"banner","Boardings",NA
"11106","Monday",2012-03-12,10751,"banner","Boardings",NA
"11107","Tuesday",2012-03-13,11697,"banner","Boardings",NA
"11108","Wednesday",2012-03-14,12221.5,"banner","Boardings",NA
"11109","Thursday",2012-03-15,12047,"banner","Boardings",NA
"11110","Friday",2012-03-16,14054.5,"banner","Boardings",NA
"11111","Saturday",2012-03-17,13048,"banner","Boardings",NA
"11112","Sunday",2012-03-18,6057,"banner","Boardings",NA
"11113","Monday",2012-03-19,11858,"banner","Boardings",NA
"11114","Tuesday",2012-03-20,11667,"banner","Boardings",NA
"11115","Wednesday",2012-03-21,11901,"banner","Boardings",NA
"11116","Thursday",2012-03-22,12375,"banner","Boardings",NA
"11117","Friday",2012-03-23,15521.5,"banner","Boardings",NA
"11118","Saturday",2012-03-24,8672,"banner","Boardings",NA
"11119","Sunday",2012-03-25,6508.5,"banner","Boardings",NA
"11120","Monday",2012-03-26,12167.5,"banner","Boardings",NA
"11121","Tuesday",2012-03-27,11885.5,"banner","Boardings",NA
"11122","Wednesday",2012-03-28,12083,"banner","Boardings",NA
"11123","Thursday",2012-03-29,12042,"banner","Boardings",NA
"11124","Friday",2012-03-30,13671,"banner","Boardings",NA
"11125","Saturday",2012-03-31,10095.5,"banner","Boardings",NA
"11126","Sunday",2012-04-01,7418.5,"banner","Boardings",NA
"11127","Monday",2012-04-02,12543.5,"banner","Boardings",NA
"11128","Tuesday",2012-04-03,13027.5,"banner","Boardings",NA
"11129","Wednesday",2012-04-04,12635,"banner","Boardings",NA
"11130","Thursday",2012-04-05,12090,"banner","Boardings",NA
"11131","Friday",2012-04-06,13020,"banner","Boardings",NA
"11132","Saturday",2012-04-07,10177,"banner","Boardings",NA
"11133","Sunday",2012-04-08,7152.5,"banner","Boardings",NA
"11134","Monday",2012-04-09,12864.5,"banner","Boardings",NA
"11135","Tuesday",2012-04-10,12300.5,"banner","Boardings",NA
"11136","Wednesday",2012-04-11,12848.5,"banner","Boardings",NA
"11137","Thursday",2012-04-12,12358.5,"banner","Boardings",NA
"11138","Friday",2012-04-13,14331.5,"banner","Boardings",NA
"11139","Saturday",2012-04-14,11206.5,"banner","Boardings",NA
"11140","Sunday",2012-04-15,7611,"banner","Boardings",NA
"11141","Monday",2012-04-16,12854.5,"banner","Boardings",NA
"11142","Tuesday",2012-04-17,12553.5,"banner","Boardings",NA
"11143","Wednesday",2012-04-18,12069.5,"banner","Boardings",NA
"11144","Thursday",2012-04-19,12255,"banner","Boardings",NA
"11145","Friday",2012-04-20,14349.5,"banner","Boardings",NA
"11146","Saturday",2012-04-21,10946,"banner","Boardings",NA
"11147","Sunday",2012-04-22,4844,"banner","Boardings",NA
"11148","Monday",2012-04-23,11805.5,"banner","Boardings",NA
"11149","Tuesday",2012-04-24,12119,"banner","Boardings",NA
"11150","Wednesday",2012-04-25,12923.5,"banner","Boardings",NA
"11151","Thursday",2012-04-26,12380,"banner","Boardings",NA
"11152","Friday",2012-04-27,14784,"banner","Boardings",NA
"11153","Saturday",2012-04-28,9500.5,"banner","Boardings",NA
"11154","Sunday",2012-04-29,7672,"banner","Boardings",NA
"11155","Monday",2012-04-30,11925.5,"banner","Boardings",NA
"11156","Tuesday",2012-05-01,12852.5,"banner","Boardings",NA
"11157","Wednesday",2012-05-02,12309.5,"banner","Boardings",NA
"11158","Thursday",2012-05-03,11762.5,"banner","Boardings",NA
"11159","Friday",2012-05-04,14172,"banner","Boardings",NA
"11160","Saturday",2012-05-05,11369.5,"banner","Boardings",NA
"11161","Sunday",2012-05-06,7171.5,"banner","Boardings",NA
"11162","Monday",2012-05-07,12415.5,"banner","Boardings",NA
"11163","Tuesday",2012-05-08,12231.5,"banner","Boardings",NA
"11164","Wednesday",2012-05-09,12600,"banner","Boardings",NA
"11165","Thursday",2012-05-10,12696.5,"banner","Boardings",NA
"11166","Friday",2012-05-11,14849,"banner","Boardings",NA
"11167","Saturday",2012-05-12,11022,"banner","Boardings",NA
"11168","Sunday",2012-05-13,6908,"banner","Boardings",NA
"11169","Monday",2012-05-14,11842.5,"banner","Boardings",NA
"11170","Tuesday",2012-05-15,12905,"banner","Boardings",NA
"11171","Wednesday",2012-05-16,13209,"banner","Boardings",NA
"11172","Thursday",2012-05-17,12529.5,"banner","Boardings",NA
"11173","Friday",2012-05-18,14512,"banner","Boardings",NA
"11174","Saturday",2012-05-19,11105,"banner","Boardings",NA
"11175","Sunday",2012-05-20,7969,"banner","Boardings",NA
"11176","Monday",2012-05-21,12257,"banner","Boardings",NA
"11177","Tuesday",2012-05-22,14285,"banner","Boardings",NA
"11178","Wednesday",2012-05-23,13648,"banner","Boardings",NA
"11179","Thursday",2012-05-24,13809.5,"banner","Boardings",NA
"11180","Friday",2012-05-25,16149.5,"banner","Boardings",NA
"11181","Saturday",2012-05-26,10379.5,"banner","Boardings",NA
"11182","Sunday",2012-05-27,9133,"banner","Boardings",NA
"11183","Monday",2012-05-28,8674.5,"banner","Boardings",NA
"11184","Tuesday",2012-05-29,12772,"banner","Boardings",NA
"11185","Wednesday",2012-05-30,13168,"banner","Boardings",NA
"11186","Thursday",2012-05-31,13285.5,"banner","Boardings",NA
"11187","Friday",2012-06-01,13262,"banner","Boardings",NA
"11188","Saturday",2012-06-02,11539,"banner","Boardings",NA
"11189","Sunday",2012-06-03,7553.5,"banner","Boardings",NA
"11190","Monday",2012-06-04,13342.5,"banner","Boardings",520
"11191","Tuesday",2012-06-05,13625.5,"banner","Boardings",574
"11192","Wednesday",2012-06-06,13532,"banner","Boardings",630
"11193","Thursday",2012-06-07,11045,"banner","Boardings",670
"11194","Friday",2012-06-08,16366.5,"banner","Boardings",847
"11195","Saturday",2012-06-09,12897.5,"banner","Boardings",987
"11196","Sunday",2012-06-10,8691.5,"banner","Boardings",686
"11197","Monday",2012-06-11,12532,"banner","Boardings",637
"11198","Tuesday",2012-06-12,13011,"banner","Boardings",525
"11199","Wednesday",2012-06-13,15672.5,"banner","Boardings",2012
"11200","Thursday",2012-06-14,17580,"banner","Boardings",2663
"11201","Friday",2012-06-15,21951,"banner","Boardings",3432
"11202","Saturday",2012-06-16,22074.5,"banner","Boardings",4573
"11203","Sunday",2012-06-17,15224.5,"banner","Boardings",4001
"11204","Monday",2012-06-18,13967.5,"banner","Boardings",1344
"11205","Tuesday",2012-06-19,14775.5,"banner","Boardings",1400
"11206","Wednesday",2012-06-20,12913,"banner","Boardings",737
"11207","Thursday",2012-06-21,12643,"banner","Boardings",579
"11208","Friday",2012-06-22,15594.5,"banner","Boardings",931
"11209","Saturday",2012-06-23,12488,"banner","Boardings",1032
"11210","Sunday",2012-06-24,8615.5,"banner","Boardings",749
"11211","Monday",2012-06-25,13576,"banner","Boardings",791
"11212","Tuesday",2012-06-26,14090,"banner","Boardings",920
"11213","Wednesday",2012-06-27,14361.5,"banner","Boardings",873
"11214","Thursday",2012-06-28,13895,"banner","Boardings",782
"11215","Friday",2012-06-29,15699.5,"banner","Boardings",984
"11216","Saturday",2012-06-30,11312,"banner","Boardings",874
"11217","Sunday",2012-07-01,7762,"banner","Boardings",604
"11218","Monday",2012-07-02,13982,"banner","Boardings",800
"11219","Tuesday",2012-07-03,14716,"banner","Boardings",903
"11220","Wednesday",2012-07-04,12124,"banner","Boardings",1075
"11221","Thursday",2012-07-05,13019.5,"banner","Boardings",738
"11222","Friday",2012-07-06,15783,"banner","Boardings",672
"11223","Saturday",2012-07-07,11211,"banner","Boardings",583
"11224","Sunday",2012-07-08,7601.5,"banner","Boardings",551
"11225","Monday",2012-07-09,13016.5,"banner","Boardings",844
"11226","Tuesday",2012-07-10,13497,"banner","Boardings",851
"11227","Wednesday",2012-07-11,13102.5,"banner","Boardings",660
"11228","Thursday",2012-07-12,13657.5,"banner","Boardings",1017
"11229","Friday",2012-07-13,15934,"banner","Boardings",1154
"11230","Saturday",2012-07-14,11357,"banner","Boardings",1039
"11231","Sunday",2012-07-15,8507.5,"banner","Boardings",721
"11232","Monday",2012-07-16,12348.5,"banner","Boardings",890
"11233","Tuesday",2012-07-17,11394.5,"banner","Boardings",999
"11234","Wednesday",2012-07-18,11696.5,"banner","Boardings",928
"11235","Thursday",2012-07-19,12287,"banner","Boardings",990
"11236","Friday",2012-07-20,12514.5,"banner","Boardings",1132
"11237","Saturday",2012-07-21,10230.5,"banner","Boardings",731
"11238","Sunday",2012-07-22,8960,"banner","Boardings",800
"11239","Monday",2012-07-23,11776,"banner","Boardings",838
"11240","Tuesday",2012-07-24,13430.5,"banner","Boardings",1021
"11241","Wednesday",2012-07-25,13632.5,"banner","Boardings",1095
"11242","Thursday",2012-07-26,13255.5,"banner","Boardings",1052
"11243","Friday",2012-07-27,15555,"banner","Boardings",1269
"11244","Saturday",2012-07-28,12132.5,"banner","Boardings",1010
"11245","Sunday",2012-07-29,8636,"banner","Boardings",647
"11246","Monday",2012-07-30,12683,"banner","Boardings",831
"11247","Tuesday",2012-07-31,13118,"banner","Boardings",953
"11248","Wednesday",2012-08-01,13668,"banner","Boardings",875
"11249","Thursday",2012-08-02,12848.5,"banner","Boardings",999
"11250","Friday",2012-08-03,15667.5,"banner","Boardings",1247
"11251","Saturday",2012-08-04,11744.5,"banner","Boardings",1094
"11252","Sunday",2012-08-05,7184,"banner","Boardings",674
"11253","Monday",2012-08-06,12657,"banner","Boardings",944
"11254","Tuesday",2012-08-07,13102.5,"banner","Boardings",1107
"11255","Wednesday",2012-08-08,12489.5,"banner","Boardings",993
"11256","Thursday",2012-08-09,12677,"banner","Boardings",1048
"11257","Friday",2012-08-10,14130,"banner","Boardings",1298
"11258","Saturday",2012-08-11,11273,"banner","Boardings",1051
"11259","Sunday",2012-08-12,7662,"banner","Boardings",748
"11260","Monday",2012-08-13,13103.5,"banner","Boardings",963
"11261","Tuesday",2012-08-14,13329,"banner","Boardings",1057
"11262","Wednesday",2012-08-15,13814.5,"banner","Boardings",1017
"11263","Thursday",2012-08-16,14299,"banner","Boardings",1216
"11264","Friday",2012-08-17,14234,"banner","Boardings",1141
"11265","Saturday",2012-08-18,11135.5,"banner","Boardings",476
"11266","Sunday",2012-08-19,6528,"banner","Boardings",593
"11267","Monday",2012-08-20,12293.5,"banner","Boardings",849
"11268","Tuesday",2012-08-21,12899,"banner","Boardings",824
"11269","Wednesday",2012-08-22,13753.5,"banner","Boardings",846
"11270","Thursday",2012-08-23,14615,"banner","Boardings",1017
"11271","Friday",2012-08-24,15852,"banner","Boardings",1272
"11272","Saturday",2012-08-25,11074.5,"banner","Boardings",976
"11273","Sunday",2012-08-26,6434.5,"banner","Boardings",532
"11274","Monday",2012-08-27,13154.5,"banner","Boardings",910
"11275","Tuesday",2012-08-28,13038.5,"banner","Boardings",922
"11276","Wednesday",2012-08-29,14595.5,"banner","Boardings",937
"11277","Thursday",2012-08-30,9951.5,"banner","Boardings",640
"11278","Friday",2012-08-31,10678,"banner","Boardings",782
"11279","Saturday",2012-09-01,8430,"banner","Boardings",956
"11280","Sunday",2012-09-02,5211,"banner","Boardings",810
"11281","Monday",2012-09-03,5864,"banner","Boardings",431
"11282","Tuesday",2012-09-04,12492,"banner","Boardings",815
"11283","Wednesday",2012-09-05,13596,"banner","Boardings",838
"11284","Thursday",2012-09-06,13202.5,"banner","Boardings",714
"11285","Friday",2012-09-07,16714,"banner","Boardings",1305
"11286","Saturday",2012-09-08,12003,"banner","Boardings",1348
"11287","Sunday",2012-09-09,8042.5,"banner","Boardings",911
"11288","Monday",2012-09-10,13778,"banner","Boardings",849
"11289","Tuesday",2012-09-11,13536.5,"banner","Boardings",1020
"11290","Wednesday",2012-09-12,13871,"banner","Boardings",1007
"11291","Thursday",2012-09-13,13591.5,"banner","Boardings",1067
"11292","Friday",2012-09-14,15466.5,"banner","Boardings",821
"11293","Saturday",2012-09-15,12687,"banner","Boardings",1189
"11294","Sunday",2012-09-16,6988.5,"banner","Boardings",645
"11295","Monday",2012-09-17,12706,"banner","Boardings",821
"11296","Tuesday",2012-09-18,11031.5,"banner","Boardings",616
"11297","Wednesday",2012-09-19,13701.5,"banner","Boardings",862
"11298","Thursday",2012-09-20,13581.5,"banner","Boardings",793
"11299","Friday",2012-09-21,15690.5,"banner","Boardings",1128
"11300","Saturday",2012-09-22,11147,"banner","Boardings",1057
"11301","Sunday",2012-09-23,8555,"banner","Boardings",870
"11302","Monday",2012-09-24,13839,"banner","Boardings",957
"11303","Tuesday",2012-09-25,13263,"banner","Boardings",1023
"11304","Wednesday",2012-09-26,13746.5,"banner","Boardings",896
"11305","Thursday",2012-09-27,14956,"banner","Boardings",1129
"11306","Friday",2012-09-28,15937,"banner","Boardings",1266
"11307","Saturday",2012-09-29,11717,"banner","Boardings",1390
"11308","Sunday",2012-09-30,7938.5,"banner","Boardings",1021
"11309","Monday",2012-10-01,13415.5,"banner","Boardings",849
"11310","Tuesday",2012-10-02,11631,"banner","Boardings",723
"11311","Wednesday",2012-10-03,13447.5,"banner","Boardings",987
"11312","Thursday",2012-10-04,13573,"banner","Boardings",988
"11313","Friday",2012-10-05,16125.5,"banner","Boardings",1139
"11314","Saturday",2012-10-06,11760,"banner","Boardings",870
"11315","Sunday",2012-10-07,6141.5,"banner","Boardings",700
"11316","Monday",2012-10-08,12141.5,"banner","Boardings",1091
"11317","Tuesday",2012-10-09,12750.5,"banner","Boardings",913
"11318","Wednesday",2012-10-10,13687.5,"banner","Boardings",875
"11319","Thursday",2012-10-11,13302.5,"banner","Boardings",879
"11320","Friday",2012-10-12,15335.5,"banner","Boardings",1029
"11321","Saturday",2012-10-13,7381,"banner","Boardings",773
"11322","Sunday",2012-10-14,7175.5,"banner","Boardings",791
"11323","Monday",2012-10-15,12460.5,"banner","Boardings",767
"11324","Tuesday",2012-10-16,12044,"banner","Boardings",711
"11325","Wednesday",2012-10-17,13466.5,"banner","Boardings",979
"11326","Thursday",2012-10-18,13491.5,"banner","Boardings",907
"11327","Friday",2012-10-19,14318.5,"banner","Boardings",991
"11328","Saturday",2012-10-20,11249.5,"banner","Boardings",1082
"11329","Sunday",2012-10-21,6962,"banner","Boardings",663
"11330","Monday",2012-10-22,13003.5,"banner","Boardings",762
"11331","Tuesday",2012-10-23,13379,"banner","Boardings",941
"11332","Wednesday",2012-10-24,13522,"banner","Boardings",910
"11333","Thursday",2012-10-25,13159.5,"banner","Boardings",914
"11334","Friday",2012-10-26,14401.5,"banner","Boardings",1133
"11335","Saturday",2012-10-27,11616,"banner","Boardings",1028
"11336","Sunday",2012-10-28,5693.5,"banner","Boardings",408
"11337","Monday",2012-10-29,NA,"banner","Boardings",0
"11338","Tuesday",2012-10-30,NA,"banner","Boardings",0
"11339","Wednesday",2012-10-31,NA,"banner","Boardings",742
"11340","Thursday",2012-11-01,NA,"banner","Boardings",603
"11341","Friday",2012-11-02,NA,"banner","Boardings",903
"11342","Saturday",2012-11-03,NA,"banner","Boardings",811
"11343","Sunday",2012-11-04,NA,"banner","Boardings",517
"11344","Monday",2012-11-05,NA,"banner","Boardings",1139
"11345","Tuesday",2012-11-06,NA,"banner","Boardings",682
"11346","Wednesday",2012-11-07,NA,"banner","Boardings",746
"11347","Thursday",2012-11-08,NA,"banner","Boardings",841
"11348","Friday",2012-11-09,NA,"banner","Boardings",1014
"11349","Saturday",2012-11-10,NA,"banner","Boardings",881
"11350","Sunday",2012-11-11,NA,"banner","Boardings",621
"11351","Monday",2012-11-12,NA,"banner","Boardings",889
"11352","Tuesday",2012-11-13,NA,"banner","Boardings",671
"11353","Wednesday",2012-11-14,NA,"banner","Boardings",695
"11354","Thursday",2012-11-15,NA,"banner","Boardings",746
"11355","Friday",2012-11-16,NA,"banner","Boardings",1040
"11356","Saturday",2012-11-17,NA,"banner","Boardings",1001
"11357","Sunday",2012-11-18,NA,"banner","Boardings",511
"11358","Monday",2012-11-19,NA,"banner","Boardings",730
"11359","Tuesday",2012-11-20,NA,"banner","Boardings",809
"11360","Wednesday",2012-11-21,NA,"banner","Boardings",768
"11361","Thursday",2012-11-22,NA,"banner","Boardings",0
"11362","Friday",2012-11-23,NA,"banner","Boardings",837
"11363","Saturday",2012-11-24,NA,"banner","Boardings",636
"11364","Sunday",2012-11-25,NA,"banner","Boardings",386
"11365","Monday",2012-11-26,NA,"banner","Boardings",588
"11366","Tuesday",2012-11-27,NA,"banner","Boardings",562
"11367","Wednesday",2012-11-28,NA,"banner","Boardings",648
"11368","Thursday",2012-11-29,NA,"banner","Boardings",711
"11369","Friday",2012-11-30,NA,"banner","Boardings",892
"11370","Saturday",2012-12-01,NA,"banner","Boardings",945
"11371","Sunday",2012-12-02,NA,"banner","Boardings",555
"11372","Monday",2012-12-03,NA,"banner","Boardings",706
"11373","Tuesday",2012-12-04,NA,"banner","Boardings",681
"11374","Wednesday",2012-12-05,NA,"banner","Boardings",676
"11375","Thursday",2012-12-06,NA,"banner","Boardings",779
"11376","Friday",2012-12-07,NA,"banner","Boardings",862
"11377","Saturday",2012-12-08,NA,"banner","Boardings",888
"11378","Sunday",2012-12-09,NA,"banner","Boardings",375
"11379","Monday",2012-12-10,NA,"banner","Boardings",630
"11380","Tuesday",2012-12-11,NA,"banner","Boardings",648
"11381","Wednesday",2012-12-12,NA,"banner","Boardings",696
"11382","Thursday",2012-12-13,NA,"banner","Boardings",613
"11383","Friday",2012-12-14,NA,"banner","Boardings",668
"11384","Saturday",2012-12-15,NA,"banner","Boardings",898
"11385","Sunday",2012-12-16,NA,"banner","Boardings",466
"11386","Monday",2012-12-17,NA,"banner","Boardings",689
"11387","Tuesday",2012-12-18,NA,"banner","Boardings",763
"11388","Wednesday",2012-12-19,NA,"banner","Boardings",740
"11389","Thursday",2012-12-20,NA,"banner","Boardings",658
"11390","Friday",2012-12-21,NA,"banner","Boardings",697
"11391","Saturday",2012-12-22,NA,"banner","Boardings",494
"11392","Sunday",2012-12-23,NA,"banner","Boardings",472
"11393","Monday",2012-12-24,NA,"banner","Boardings",357
"11394","Tuesday",2012-12-25,NA,"banner","Boardings",NA
"11395","Wednesday",2012-12-26,NA,"banner","Boardings",314
"11396","Thursday",2012-12-27,NA,"banner","Boardings",525
"11397","Friday",2012-12-28,NA,"banner","Boardings",668
"11398","Saturday",2012-12-29,NA,"banner","Boardings",449
"11399","Sunday",2012-12-30,NA,"banner","Boardings",333
"11400","Monday",2012-12-31,NA,"banner","Boardings",615
"11401","Tuesday",2013-01-01,NA,"banner","Boardings",317
"11402","Wednesday",2013-01-02,NA,"banner","Boardings",607
"11403","Thursday",2013-01-03,NA,"banner","Boardings",655
"11404","Friday",2013-01-04,NA,"banner","Boardings",786
"11405","Saturday",2013-01-05,NA,"banner","Boardings",458
"11406","Sunday",2013-01-06,NA,"banner","Boardings",473
"11407","Monday",2013-01-07,NA,"banner","Boardings",632
"11408","Tuesday",2013-01-08,NA,"banner","Boardings",633
"11409","Wednesday",2013-01-09,NA,"banner","Boardings",650
"11410","Thursday",2013-01-10,NA,"banner","Boardings",728
"11411","Friday",2013-01-11,NA,"banner","Boardings",741
"11412","Saturday",2013-01-12,NA,"banner","Boardings",735
"11413","Sunday",2013-01-13,NA,"banner","Boardings",387
"11414","Monday",2013-01-14,NA,"banner","Boardings",647
"11415","Tuesday",2013-01-15,NA,"banner","Boardings",610
"11416","Wednesday",2013-01-16,NA,"banner","Boardings",579
"11417","Thursday",2013-01-17,NA,"banner","Boardings",671
"11418","Friday",2013-01-18,NA,"banner","Boardings",714
"11419","Saturday",2013-01-19,NA,"banner","Boardings",806
"11420","Sunday",2013-01-20,NA,"banner","Boardings",550
"11421","Monday",2013-01-21,NA,"banner","Boardings",473
"11422","Tuesday",2013-01-22,NA,"banner","Boardings",528
"11423","Wednesday",2013-01-23,NA,"banner","Boardings",516
"11424","Thursday",2013-01-24,NA,"banner","Boardings",614
"11425","Friday",2013-01-25,NA,"banner","Boardings",696
"11426","Saturday",2013-01-26,NA,"banner","Boardings",540
"11427","Sunday",2013-01-27,NA,"banner","Boardings",402
"11428","Monday",2013-01-28,NA,"banner","Boardings",601
"11429","Tuesday",2013-01-29,NA,"banner","Boardings",698
"11430","Wednesday",2013-01-30,NA,"banner","Boardings",671
"11431","Thursday",2013-01-31,NA,"banner","Boardings",675
"11432","Friday",2013-02-01,NA,"banner","Boardings",723
"11433","Saturday",2013-02-02,NA,"banner","Boardings",498
"11434","Sunday",2013-02-03,NA,"banner","Boardings",533
"11435","Monday",2013-02-04,NA,"banner","Boardings",590
"11436","Tuesday",2013-02-05,NA,"banner","Boardings",962
"11437","Wednesday",2013-02-06,NA,"banner","Boardings",637
"11438","Thursday",2013-02-07,NA,"banner","Boardings",766
"11439","Friday",2013-02-08,NA,"banner","Boardings",717
"11440","Saturday",2013-02-09,NA,"banner","Boardings",557
"11441","Sunday",2013-02-10,NA,"banner","Boardings",426
"11442","Monday",2013-02-11,NA,"banner","Boardings",576
"11443","Tuesday",2013-02-12,NA,"banner","Boardings",583
"11444","Wednesday",2013-02-13,NA,"banner","Boardings",822
"11445","Thursday",2013-02-14,NA,"banner","Boardings",754
"11446","Friday",2013-02-15,NA,"banner","Boardings",901
"11447","Saturday",2013-02-16,NA,"banner","Boardings",534
"11448","Sunday",2013-02-17,NA,"banner","Boardings",389
"11449","Monday",2013-02-18,NA,"banner","Boardings",654
"11450","Tuesday",2013-02-19,NA,"banner","Boardings",617
"11451","Wednesday",2013-02-20,NA,"banner","Boardings",614
"11452","Thursday",2013-02-21,NA,"banner","Boardings",726
"11453","Friday",2013-02-22,NA,"banner","Boardings",881
"11454","Saturday",2013-02-23,NA,"banner","Boardings",707
"11455","Sunday",2013-02-24,NA,"banner","Boardings",429
"11456","Monday",2013-02-25,NA,"banner","Boardings",749
"11457","Tuesday",2013-02-26,NA,"banner","Boardings",649
"11458","Wednesday",2013-02-27,NA,"banner","Boardings",656
"11459","Thursday",2013-02-28,NA,"banner","Boardings",694
"11460","Friday",2013-03-01,NA,"banner","Boardings",817
"11461","Monday",2010-01-11,952,"banner","Alightings",NA
"11462","Tuesday",2010-01-12,796,"banner","Alightings",NA
"11463","Wednesday",2010-01-13,1211.5,"banner","Alightings",NA
"11464","Thursday",2010-01-14,1213.5,"banner","Alightings",NA
"11465","Friday",2010-01-15,1644,"banner","Alightings",NA
